Dataset,Number of Hyperboxes,Gamma Values,Accuracy,F1_Score,Time
spectf_sim1,[ 50 114],N/A,0.7619047619047619,0.7087880613892175,0.0026891231536865234
spectf_sim2,[ 47 114],N/A,0.7904761904761904,0.7397007845283708,0.002675294876098633
spectf_sim3,[ 64 101],N/A,0.780952380952381,0.73208501647808,0.0026199817657470703
spectf_sim4,[ 39 127],N/A,0.8095238095238095,0.7704726933613104,0.002599000930786133
spectf_sim5,[ 52 109],N/A,0.780952380952381,0.73208501647808,0.002640247344970703
spectf_sim6,[ 44 116],N/A,0.7714285714285715,0.7160372194854953,0.002616405487060547
spectf_sim7,[ 59 107],N/A,0.780952380952381,0.7397639397639397,0.0025970935821533203
spectf_sim8,[67 99],N/A,0.7523809523809524,0.7016145013697034,0.002678394317626953
spectf_sim9,[ 55 109],N/A,0.7619047619047619,0.6885318071758749,0.0026493072509765625
spectf_sim10,[ 44 115],N/A,0.780952380952381,0.7233741496598638,0.0026297569274902344
vehicle_sim1,[44 52 28 19],N/A,0.6259842519685039,0.6096052152772939,0.0038056373596191406
vehicle_sim2,[32 45 26 20],N/A,0.6496062992125984,0.6445836419715724,0.0034875869750976562
vehicle_sim3,[36 47 23 18],N/A,0.6181102362204725,0.6071162087825703,0.0035009384155273438
vehicle_sim4,[24 41 24 25],N/A,0.5905511811023622,0.5713580315338522,0.003431558609008789
vehicle_sim5,[29 37 26 24],N/A,0.6496062992125984,0.6299762728349934,0.003434896469116211
vehicle_sim6,[32 44 27 22],N/A,0.5787401574803149,0.5682054129178743,0.0035333633422851562
vehicle_sim7,[20 56 25 22],N/A,0.594488188976378,0.5994039513586967,0.0035185813903808594
vehicle_sim8,[24 29 21 28],N/A,0.6338582677165354,0.6200466204538971,0.003434896469116211
vehicle_sim9,[30 45 18 13],N/A,0.5866141732283464,0.5677645929213726,0.0033016204833984375
vehicle_sim10,[20 58 27 20],N/A,0.65748031496063,0.6413004327043851,0.0035219192504882812
wine_recognition_sim1,[ 7 22  7],N/A,0.9259259259259259,0.9254307783719548,0.0011203289031982422
wine_recognition_sim2,[ 7 21  5],N/A,0.9444444444444444,0.9442998004403061,0.00112152099609375
wine_recognition_sim3,[ 8 24  4],N/A,0.9814814814814815,0.9814322628276115,0.0011341571807861328
wine_recognition_sim4,[ 7 26  6],N/A,0.9444444444444444,0.9437710437710438,0.001138925552368164
wine_recognition_sim5,[ 6 19  7],N/A,1.0,1.0,0.0011107921600341797
wine_recognition_sim6,[ 5 27  7],N/A,0.9444444444444444,0.9448876868755166,0.0011248588562011719
wine_recognition_sim7,[ 5 17  6],N/A,0.9629629629629629,0.9627153891859774,0.0009860992431640625
wine_recognition_sim8,[ 5 27  6],N/A,0.9814814814814815,0.9814322628276115,0.0011255741119384766
wine_recognition_sim9,[ 5 22  6],N/A,0.9814814814814815,0.9813775282901185,0.001104593276977539
wine_recognition_sim10,[ 7 22  6],N/A,0.9814814814814815,0.9814322628276115,0.0011265277862548828
